order_number,site,carrier,gpu,cpu,ordered,case_on,motherboard_on,cpu_on,ram_on,memory_on,gpu_on,packaged,delivered
11272,Roswell,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/14/2021, 00:28:08","01/14/2021, 00:32:36","01/14/2021, 00:35:20","01/17/2021, 11:39:20","01/17/2021, 11:42:12","01/17/2021, 11:50:38","01/17/2021, 12:00:34","01/17/2021, 12:12:55","01/22/2021, 20:15:33"
11273,Roswell,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/14/2021, 00:34:53","01/14/2021, 00:42:08","01/14/2021, 00:46:52","01/14/2021, 00:57:22","01/14/2021, 01:03:00","01/14/2021, 01:12:37","01/14/2021, 01:24:13","01/14/2021, 01:35:00","01/19/2021, 14:38:54"
11274,Aurora,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/14/2021, 00:45:44","01/14/2021, 00:52:19","01/14/2021, 00:58:04","01/14/2021, 01:08:33","01/14/2021, 01:14:25","01/14/2021, 01:21:15","01/14/2021, 01:31:21","01/14/2021, 01:34:54","01/19/2021, 07:04:14"
11275,Area 51,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/14/2021, 00:48:15","01/14/2021, 00:54:48","01/14/2021, 00:58:28","01/14/2021, 01:02:20","01/14/2021, 01:06:09","01/14/2021, 01:13:17","01/14/2021, 01:16:22","01/14/2021, 01:20:14","01/19/2021, 09:49:26"
11276,Aurora,TimeTraveler Mail,Chimera 2080,Ghidora 12,"01/14/2021, 00:52:05","01/14/2021, 00:56:44","01/14/2021, 01:02:01","01/14/2021, 01:10:05","01/14/2021, 01:12:51","01/14/2021, 01:22:13","01/17/2021, 19:02:41","01/17/2021, 19:05:41","01/21/2021, 16:22:33"
11277,Area 51,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/14/2021, 00:53:04","01/14/2021, 00:58:45","01/14/2021, 01:02:51","01/14/2021, 01:10:22","01/14/2021, 01:12:31","01/14/2021, 01:21:27","01/14/2021, 01:31:11","01/14/2021, 01:34:40","01/19/2021, 21:23:00"
11278,Area 51,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/14/2021, 01:00:09","01/14/2021, 01:05:19","01/14/2021, 01:09:56","01/14/2021, 01:17:47","01/14/2021, 01:21:22","01/14/2021, 01:28:54","01/14/2021, 01:40:51","01/14/2021, 01:44:07","01/19/2021, 07:10:44"
11279,Roswell,TimeTraveler Mail,Chimera 2080,Gojira 5,"01/14/2021, 01:06:54","01/14/2021, 01:12:30","01/14/2021, 01:16:54","01/14/2021, 01:22:21","01/14/2021, 01:28:47","01/14/2021, 01:36:35","01/18/2021, 12:39:51","01/18/2021, 12:52:44","01/24/2021, 00:24:56"
11280,Roswell,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/14/2021, 01:26:00","01/14/2021, 01:31:50","01/14/2021, 01:35:37","01/14/2021, 01:46:33","01/14/2021, 01:52:52","01/14/2021, 02:00:39","01/14/2021, 02:08:36","01/14/2021, 02:25:01","01/19/2021, 16:49:00"
11281,Roswell,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/14/2021, 01:28:18","01/14/2021, 01:32:26","01/14/2021, 01:37:15","01/14/2021, 01:47:56","01/14/2021, 01:53:30","01/14/2021, 02:00:35","01/14/2021, 02:10:54","01/14/2021, 02:16:46","01/19/2021, 23:36:22"
11282,Aurora,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/14/2021, 01:31:25","01/14/2021, 01:37:55","01/14/2021, 01:41:20","01/14/2021, 01:50:59","01/14/2021, 01:54:40","01/14/2021, 02:02:37","01/14/2021, 02:09:10","01/14/2021, 02:12:09","01/20/2021, 04:59:15"
11283,Area 51,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/14/2021, 01:46:24","01/14/2021, 01:50:23","01/14/2021, 01:55:17","01/14/2021, 02:02:46","01/14/2021, 02:07:52","01/14/2021, 02:16:50","01/14/2021, 02:27:32","01/14/2021, 02:31:02","01/16/2021, 16:12:15"
11284,Area 51,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/14/2021, 01:50:13","01/14/2021, 01:55:14","01/14/2021, 02:00:28","01/14/2021, 02:08:29","01/14/2021, 02:11:48","01/14/2021, 02:20:09","01/14/2021, 02:29:35","01/14/2021, 02:32:59","01/21/2021, 00:48:12"
11285,Area 51,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/14/2021, 02:01:10","01/14/2021, 02:05:24","01/14/2021, 02:10:13","01/14/2021, 02:20:16","01/14/2021, 02:25:08","01/14/2021, 02:33:57","01/14/2021, 02:42:11","01/14/2021, 02:46:00","01/16/2021, 23:26:48"
11286,Roswell,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/14/2021, 02:06:21","01/14/2021, 02:08:57","01/14/2021, 02:13:42","01/14/2021, 02:21:53","01/14/2021, 02:25:54","01/14/2021, 02:34:20","01/14/2021, 02:44:19","01/14/2021, 02:58:34","01/18/2021, 04:39:01"
11287,Roswell,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/14/2021, 02:06:39","01/14/2021, 02:11:02","01/14/2021, 02:15:22","01/14/2021, 02:21:47","01/14/2021, 02:25:20","01/14/2021, 02:33:52","01/14/2021, 02:44:03","01/14/2021, 02:53:57","01/21/2021, 05:58:31"
11288,Roswell,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/14/2021, 02:22:15","01/14/2021, 02:25:28","01/14/2021, 02:29:31","01/14/2021, 02:37:14","01/14/2021, 02:42:41","01/14/2021, 02:51:23","01/14/2021, 03:00:40","01/14/2021, 03:09:07","01/19/2021, 14:28:32"
11289,Roswell,WarpSpeed Delivery,Chimera 2080,Ghidora 12,"01/14/2021, 02:58:42","01/14/2021, 03:01:27","01/14/2021, 03:05:30","01/14/2021, 03:10:22","01/14/2021, 03:15:10","01/14/2021, 03:23:14","01/14/2021, 03:32:34","01/14/2021, 03:41:20","01/20/2021, 05:34:07"
11290,Area 51,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/14/2021, 03:14:11","01/14/2021, 03:20:07","01/14/2021, 03:24:14","01/14/2021, 03:30:12","01/14/2021, 03:35:41","01/14/2021, 03:44:36","01/14/2021, 03:54:39","01/14/2021, 03:58:11","01/20/2021, 18:17:05"
11291,Aurora,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/14/2021, 03:14:16","01/14/2021, 03:19:38","01/14/2021, 03:24:18","01/16/2021, 20:14:17","01/16/2021, 20:17:16","01/16/2021, 20:26:56","01/16/2021, 20:35:43","01/16/2021, 20:38:47","01/25/2021, 08:55:40"
11292,Roswell,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/14/2021, 03:25:39","01/14/2021, 03:32:15","01/14/2021, 03:35:44","01/14/2021, 03:45:04","01/14/2021, 03:49:57","01/14/2021, 03:57:24","01/14/2021, 04:07:46","01/14/2021, 04:12:09","01/20/2021, 22:13:46"
11293,Roswell,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/14/2021, 03:31:35","01/14/2021, 03:37:15","01/14/2021, 03:41:26","01/17/2021, 22:22:24","01/17/2021, 22:26:56","01/17/2021, 22:36:15","01/17/2021, 22:49:10","01/17/2021, 22:56:46","01/22/2021, 13:28:34"
11294,Area 51,WarpSpeed Delivery,Chimera 2080,Gojira 5,"01/14/2021, 03:34:06","01/14/2021, 03:39:01","01/14/2021, 03:42:29","01/14/2021, 03:47:50","01/14/2021, 03:49:56","01/14/2021, 03:58:55","01/17/2021, 21:09:12","01/17/2021, 21:12:50","01/22/2021, 08:14:43"
11295,Aurora,HyperDrive Carriers,Chimera 2080,Mothra 4,"01/14/2021, 04:14:58","01/14/2021, 04:20:06","01/14/2021, 04:22:45","01/14/2021, 04:31:21","01/14/2021, 04:35:24","01/14/2021, 04:46:19","01/18/2021, 13:28:14","01/18/2021, 13:30:56","01/25/2021, 10:53:22"
11296,Roswell,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/14/2021, 04:15:15","01/14/2021, 04:20:17","01/14/2021, 04:25:32","01/14/2021, 04:35:25","01/14/2021, 04:40:06","01/14/2021, 04:47:31","01/14/2021, 04:54:12","01/14/2021, 05:11:22","01/18/2021, 07:49:09"
11297,Area 51,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/14/2021, 04:21:42","01/14/2021, 04:25:10","01/14/2021, 04:28:45","01/14/2021, 04:36:07","01/14/2021, 04:43:15","01/14/2021, 04:51:35","01/14/2021, 05:01:43","01/14/2021, 05:05:02","01/18/2021, 15:27:10"
11298,Roswell,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/14/2021, 04:31:24","01/14/2021, 04:37:38","01/14/2021, 04:41:50","01/14/2021, 04:49:11","01/14/2021, 04:53:45","01/14/2021, 05:02:38","01/14/2021, 05:11:14","01/14/2021, 05:22:24","01/18/2021, 03:07:50"
11299,Aurora,HyperDrive Carriers,Chimera 2080,Ghidora 12,"01/14/2021, 05:15:29","01/14/2021, 05:21:00","01/14/2021, 05:25:33","01/14/2021, 05:32:40","01/14/2021, 05:37:46","01/14/2021, 05:46:25","01/18/2021, 03:38:02","01/18/2021, 03:41:53","01/25/2021, 06:28:29"
11300,Area 51,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/14/2021, 05:26:25","01/14/2021, 05:29:51","01/14/2021, 05:34:30","01/14/2021, 05:40:25","01/14/2021, 05:44:11","01/14/2021, 05:51:07","01/14/2021, 06:03:40","01/14/2021, 06:06:26","01/18/2021, 07:01:32"
11301,Area 51,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/14/2021, 05:49:12","01/14/2021, 05:54:33","01/14/2021, 05:58:49","01/14/2021, 06:08:00","01/14/2021, 06:12:00","01/14/2021, 06:21:07","01/14/2021, 06:31:34","01/14/2021, 06:35:19","01/18/2021, 04:33:56"
11302,Area 51,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/14/2021, 06:24:13","01/14/2021, 06:32:48","01/14/2021, 06:36:42","01/14/2021, 06:46:40","01/14/2021, 06:50:36","01/14/2021, 06:59:28","01/14/2021, 07:09:04","01/14/2021, 07:12:11","01/20/2021, 01:19:48"
11303,Area 51,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/14/2021, 06:34:19","01/14/2021, 06:37:45","01/14/2021, 06:41:46","01/14/2021, 06:51:12","01/14/2021, 06:56:29","01/14/2021, 07:02:53","01/14/2021, 07:13:41","01/14/2021, 07:18:06","01/19/2021, 11:54:11"
11304,Area 51,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/14/2021, 06:46:51","01/14/2021, 06:52:50","01/14/2021, 06:56:40","01/14/2021, 07:06:26","01/14/2021, 07:10:22","01/14/2021, 07:18:14","01/14/2021, 07:30:15","01/14/2021, 07:34:03","01/23/2021, 10:52:03"
11305,Roswell,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/14/2021, 07:21:19","01/14/2021, 07:27:18","01/14/2021, 07:32:12","01/14/2021, 07:41:15","01/14/2021, 07:45:23","01/14/2021, 07:53:56","01/14/2021, 08:04:25","01/14/2021, 08:19:16","01/21/2021, 16:31:15"
11306,Aurora,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/14/2021, 07:38:39","01/14/2021, 07:42:52","01/14/2021, 07:47:34","01/14/2021, 07:55:24","01/14/2021, 08:02:00","01/14/2021, 08:11:19","01/14/2021, 08:21:25","01/14/2021, 08:24:31","01/18/2021, 20:57:00"
11307,Aurora,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/14/2021, 07:44:35","01/14/2021, 07:51:00","01/14/2021, 07:55:38","01/14/2021, 08:01:12","01/14/2021, 08:05:40","01/14/2021, 08:13:29","01/14/2021, 08:21:06","01/14/2021, 08:25:01","01/21/2021, 11:23:58"
11308,Aurora,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/14/2021, 08:09:22","01/14/2021, 08:15:55","01/14/2021, 08:20:23","01/14/2021, 08:30:37","01/14/2021, 08:35:17","01/14/2021, 08:43:27","01/14/2021, 08:55:22","01/14/2021, 08:59:11","01/20/2021, 21:34:51"
11309,Roswell,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/14/2021, 08:23:18","01/14/2021, 08:28:05","01/14/2021, 08:31:54","01/14/2021, 08:40:07","01/14/2021, 08:44:55","01/14/2021, 08:54:11","01/14/2021, 09:03:12","01/14/2021, 09:13:18","01/18/2021, 20:58:23"
11310,Aurora,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/14/2021, 08:37:44","01/14/2021, 08:42:52","01/14/2021, 08:47:01","01/14/2021, 08:55:25","01/14/2021, 09:00:31","01/14/2021, 09:10:23","01/14/2021, 09:18:36","01/14/2021, 09:22:15","01/16/2021, 21:03:49"
11311,Area 51,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/14/2021, 08:44:51","01/14/2021, 08:50:45","01/14/2021, 08:56:03","01/14/2021, 09:03:49","01/14/2021, 09:08:25","01/14/2021, 09:16:23","01/14/2021, 09:28:26","01/14/2021, 09:32:50","01/20/2021, 19:15:31"
11312,Aurora,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/14/2021, 08:56:05","01/14/2021, 09:01:20","01/14/2021, 09:04:47","01/14/2021, 09:09:19","01/14/2021, 09:11:53","01/14/2021, 09:19:08","01/14/2021, 09:28:03","01/14/2021, 09:31:42","01/22/2021, 06:05:14"
11313,Area 51,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/14/2021, 09:05:22","01/14/2021, 09:09:26","01/14/2021, 09:14:37","01/14/2021, 09:22:34","01/14/2021, 09:25:43","01/14/2021, 09:32:45","01/14/2021, 09:40:40","01/14/2021, 09:44:07","01/20/2021, 05:37:19"
11314,Roswell,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/14/2021, 09:37:49","01/14/2021, 09:42:10","01/14/2021, 09:47:23","01/14/2021, 09:53:42","01/14/2021, 09:58:23","01/14/2021, 10:05:55","01/14/2021, 10:16:06","01/14/2021, 10:24:17","01/22/2021, 15:26:39"
11315,Area 51,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/14/2021, 09:38:28","01/14/2021, 09:42:29","01/14/2021, 09:47:25","01/14/2021, 09:53:06","01/14/2021, 09:57:16","01/14/2021, 10:04:17","01/14/2021, 10:12:16","01/14/2021, 10:16:25","01/20/2021, 14:13:40"
11316,Roswell,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/14/2021, 10:18:51","01/14/2021, 10:25:00","01/14/2021, 10:29:22","01/14/2021, 10:35:22","01/14/2021, 10:38:28","01/14/2021, 10:47:14","01/14/2021, 10:57:21","01/14/2021, 11:12:12","01/22/2021, 09:28:01"
11317,Roswell,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/14/2021, 10:22:56","01/14/2021, 10:29:41","01/14/2021, 10:34:15","01/14/2021, 10:41:24","01/14/2021, 10:45:50","01/14/2021, 10:53:18","01/14/2021, 11:02:21","01/14/2021, 11:16:22","01/19/2021, 23:24:14"
11318,Roswell,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/14/2021, 10:27:58","01/14/2021, 10:31:36","01/14/2021, 10:36:14","01/14/2021, 10:44:52","01/14/2021, 10:50:01","01/14/2021, 10:57:49","01/14/2021, 11:08:14","01/14/2021, 11:24:24","01/18/2021, 17:00:03"
11319,Area 51,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/14/2021, 10:36:48","01/14/2021, 10:42:18","01/14/2021, 10:46:52","01/14/2021, 10:58:53","01/14/2021, 11:03:56","01/14/2021, 11:12:13","01/14/2021, 11:21:40","01/14/2021, 11:25:02","01/17/2021, 21:47:46"
11320,Area 51,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/14/2021, 10:53:07","01/14/2021, 10:58:28","01/14/2021, 11:03:58","01/14/2021, 11:09:12","01/14/2021, 11:12:00","01/14/2021, 11:19:39","01/14/2021, 11:30:40","01/14/2021, 11:33:56","01/18/2021, 17:14:38"
11321,Roswell,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/14/2021, 11:19:49","01/14/2021, 11:22:52","01/14/2021, 11:26:33","01/14/2021, 11:32:00","01/14/2021, 11:35:47","01/14/2021, 11:45:26","01/14/2021, 11:54:53","01/14/2021, 12:08:30","01/19/2021, 00:26:39"
11322,Aurora,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/14/2021, 11:22:30","01/14/2021, 11:27:24","01/14/2021, 11:31:38","01/14/2021, 11:39:39","01/15/2021, 09:54:21","01/15/2021, 10:02:27","01/15/2021, 10:10:49","01/15/2021, 10:14:27","01/20/2021, 17:00:20"
11323,Roswell,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/14/2021, 11:48:43","01/14/2021, 11:53:29","01/14/2021, 11:58:56","01/16/2021, 22:47:29","01/16/2021, 22:52:21","01/16/2021, 22:59:59","01/16/2021, 23:09:43","01/16/2021, 23:20:21","01/20/2021, 09:22:00"
11324,Aurora,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/14/2021, 11:51:47","01/14/2021, 11:56:48","01/14/2021, 12:01:37","01/14/2021, 12:11:00","01/14/2021, 12:16:11","01/14/2021, 12:24:25","01/14/2021, 12:35:39","01/14/2021, 12:39:05","01/22/2021, 13:30:23"
11325,Roswell,WarpSpeed Delivery,Chimera 2080,Gojira 5,"01/14/2021, 11:58:32","01/14/2021, 12:02:54","01/14/2021, 12:07:04","01/14/2021, 12:17:29","01/14/2021, 12:21:23","01/14/2021, 12:29:29","01/18/2021, 09:24:26","01/18/2021, 09:42:12","01/23/2021, 04:13:45"
11326,Roswell,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/14/2021, 12:05:22","01/14/2021, 12:12:34","01/14/2021, 12:16:27","01/14/2021, 12:24:10","01/14/2021, 12:27:32","01/14/2021, 12:35:21","01/14/2021, 12:45:30","01/14/2021, 12:50:07","01/20/2021, 00:39:47"
11327,Roswell,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/14/2021, 12:06:05","01/14/2021, 12:10:17","01/14/2021, 12:15:17","01/14/2021, 12:24:14","01/14/2021, 12:30:53","01/14/2021, 12:38:27","01/14/2021, 12:49:53","01/14/2021, 13:04:27","01/19/2021, 22:41:29"
11328,Aurora,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/14/2021, 12:08:06","01/14/2021, 12:10:23","01/14/2021, 12:15:10","01/14/2021, 12:22:28","01/14/2021, 12:26:14","01/14/2021, 12:32:00","01/14/2021, 12:39:30","01/14/2021, 12:43:24","01/18/2021, 20:53:25"
11329,Area 51,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/14/2021, 12:37:54","01/14/2021, 12:41:19","01/14/2021, 12:44:03","01/17/2021, 23:54:32","01/18/2021, 00:00:27","01/18/2021, 00:09:26","01/18/2021, 00:19:12","01/18/2021, 00:21:51","01/22/2021, 22:13:15"
11330,Roswell,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/14/2021, 13:15:47","01/14/2021, 13:21:24","01/14/2021, 13:25:14","01/14/2021, 13:31:38","01/14/2021, 13:35:23","01/14/2021, 13:44:01","01/14/2021, 13:54:07","01/14/2021, 14:04:29","01/19/2021, 20:28:48"
11331,Roswell,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/14/2021, 13:59:52","01/14/2021, 14:06:05","01/14/2021, 14:09:44","01/14/2021, 14:16:23","01/14/2021, 14:19:11","01/14/2021, 14:27:29","01/14/2021, 14:36:55","01/14/2021, 14:50:09","01/22/2021, 07:53:37"
11332,Aurora,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/14/2021, 14:00:25","01/14/2021, 14:04:22","01/14/2021, 14:08:57","01/14/2021, 14:16:11","01/14/2021, 14:20:41","01/14/2021, 14:28:31","01/14/2021, 14:39:21","01/14/2021, 14:43:14","01/17/2021, 16:08:29"
11333,Area 51,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/14/2021, 14:00:49","01/14/2021, 14:06:10","01/14/2021, 14:11:09","01/14/2021, 14:18:36","01/14/2021, 14:25:07","01/14/2021, 14:34:29","01/14/2021, 14:43:06","01/14/2021, 14:47:34","01/22/2021, 04:46:03"
11334,Aurora,HyperDrive Carriers,Chimera 2080,Gojira 5,"01/14/2021, 14:12:55","01/14/2021, 14:18:16","01/14/2021, 14:21:37","01/14/2021, 14:31:00","01/14/2021, 14:36:06","01/14/2021, 14:43:50","01/18/2021, 09:49:27","01/18/2021, 09:53:07","01/25/2021, 21:50:23"
11335,Roswell,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/14/2021, 14:15:58","01/14/2021, 14:20:36","01/14/2021, 14:24:23","01/14/2021, 14:30:59","01/14/2021, 14:34:15","01/14/2021, 14:40:47","01/14/2021, 14:51:35","01/14/2021, 15:01:56","01/22/2021, 05:08:02"
11336,Aurora,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/14/2021, 14:28:19","01/14/2021, 14:33:52","01/14/2021, 14:39:10","01/17/2021, 22:20:09","01/17/2021, 22:24:42","01/17/2021, 22:33:39","01/17/2021, 22:44:25","01/17/2021, 22:47:43","01/25/2021, 08:19:33"
11337,Area 51,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/14/2021, 15:26:24","01/14/2021, 15:31:21","01/14/2021, 15:35:01","01/14/2021, 15:41:47","01/14/2021, 15:44:23","01/14/2021, 15:52:00","01/14/2021, 16:02:05","01/14/2021, 16:08:21","01/19/2021, 21:20:16"
11338,Aurora,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/14/2021, 15:30:32","01/14/2021, 15:32:58","01/14/2021, 15:37:15","01/14/2021, 15:46:56","01/14/2021, 15:50:48","01/14/2021, 15:57:11","01/14/2021, 16:05:08","01/14/2021, 16:08:18","01/19/2021, 17:32:28"
11339,Roswell,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/14/2021, 15:31:36","01/14/2021, 15:36:38","01/14/2021, 15:41:14","01/14/2021, 15:49:28","01/14/2021, 15:54:19","01/14/2021, 16:01:40","01/14/2021, 16:11:37","01/14/2021, 16:24:06","01/22/2021, 23:55:46"
11340,Area 51,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/14/2021, 15:41:25","01/14/2021, 15:45:27","01/14/2021, 15:49:28","01/14/2021, 15:55:51","01/14/2021, 15:59:50","01/14/2021, 16:08:14","01/14/2021, 16:17:40","01/14/2021, 16:21:17","01/23/2021, 07:46:34"
11341,Area 51,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/14/2021, 15:41:58","01/14/2021, 15:47:34","01/14/2021, 15:51:40","01/14/2021, 16:01:05","01/14/2021, 16:04:17","01/14/2021, 16:13:11","01/14/2021, 16:21:03","01/14/2021, 16:24:42","01/19/2021, 23:17:02"
11342,Area 51,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/14/2021, 15:59:19","01/14/2021, 16:06:13","01/14/2021, 16:11:27","01/14/2021, 16:15:32","01/14/2021, 16:21:05","01/14/2021, 16:31:43","01/14/2021, 16:40:16","01/14/2021, 16:44:17","01/19/2021, 01:11:55"
11343,Aurora,TimeTraveler Mail,Chimera 2080,Gojira 5,"01/14/2021, 16:18:46","01/14/2021, 16:22:59","01/14/2021, 16:27:44","01/14/2021, 16:38:36","01/14/2021, 16:43:38","01/14/2021, 16:52:59","01/14/2021, 17:01:38","01/14/2021, 17:05:25","01/18/2021, 12:52:35"
11344,Roswell,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/14/2021, 16:32:20","01/14/2021, 16:37:26","01/14/2021, 16:42:53","01/14/2021, 16:56:16","01/14/2021, 17:01:18","01/14/2021, 17:10:00","01/14/2021, 17:22:07","01/14/2021, 17:35:13","01/23/2021, 00:34:41"
11345,Area 51,HyperDrive Carriers,Chimera 2080,Ghidora 12,"01/14/2021, 16:51:50","01/14/2021, 16:58:19","01/14/2021, 17:03:11","01/14/2021, 17:11:23","01/14/2021, 17:16:21","01/14/2021, 17:25:22","01/14/2021, 17:33:39","01/14/2021, 17:37:25","01/21/2021, 11:46:23"
11346,Aurora,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/14/2021, 17:18:25","01/14/2021, 17:21:35","01/14/2021, 17:26:23","01/14/2021, 17:33:41","01/14/2021, 17:38:19","01/14/2021, 17:45:56","01/14/2021, 17:53:41","01/14/2021, 17:57:36","01/24/2021, 12:43:56"
11347,Roswell,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/14/2021, 17:55:58","01/14/2021, 17:59:54","01/14/2021, 18:04:09","01/14/2021, 18:11:53","01/14/2021, 18:16:12","01/14/2021, 18:25:00","01/14/2021, 18:34:33","01/14/2021, 18:47:39","01/20/2021, 20:21:34"
11348,Aurora,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/14/2021, 18:04:34","01/14/2021, 18:09:18","01/14/2021, 18:14:31","01/14/2021, 18:18:56","01/15/2021, 17:45:13","01/15/2021, 17:52:40","01/15/2021, 18:02:14","01/15/2021, 18:05:23","01/24/2021, 14:12:08"
11349,Area 51,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/14/2021, 18:09:51","01/14/2021, 18:15:35","01/14/2021, 18:19:31","01/14/2021, 18:25:06","01/14/2021, 18:31:23","01/14/2021, 18:39:35","01/14/2021, 18:49:57","01/14/2021, 18:53:22","01/19/2021, 04:12:34"
11350,Area 51,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/14/2021, 18:11:20","01/14/2021, 18:17:17","01/14/2021, 18:20:05","01/14/2021, 18:28:39","01/14/2021, 18:33:28","01/14/2021, 18:42:13","01/14/2021, 18:53:00","01/14/2021, 18:55:38","01/22/2021, 16:11:46"
11351,Area 51,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/14/2021, 18:12:56","01/14/2021, 18:16:14","01/14/2021, 18:20:28","01/14/2021, 18:31:20","01/14/2021, 18:34:50","01/14/2021, 18:43:27","01/14/2021, 18:50:51","01/14/2021, 18:54:39","01/19/2021, 16:11:01"
11352,Roswell,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/14/2021, 18:22:48","01/14/2021, 18:27:52","01/14/2021, 18:31:30","01/14/2021, 18:38:49","01/14/2021, 18:43:29","01/14/2021, 18:51:15","01/14/2021, 19:00:47","01/14/2021, 19:06:10","01/19/2021, 00:34:00"
11353,Roswell,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/14/2021, 18:35:37","01/14/2021, 18:39:28","01/14/2021, 18:42:33","01/14/2021, 18:51:10","01/14/2021, 18:57:39","01/14/2021, 19:04:47","01/14/2021, 19:14:02","01/14/2021, 19:31:50","01/19/2021, 03:34:36"
11354,Roswell,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/14/2021, 18:40:24","01/14/2021, 18:45:50","01/14/2021, 18:51:15","01/14/2021, 19:00:51","01/14/2021, 19:05:13","01/14/2021, 19:13:30","01/14/2021, 19:21:12","01/14/2021, 19:34:14","01/21/2021, 12:03:28"
11355,Roswell,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/14/2021, 18:54:37","01/14/2021, 18:58:21","01/14/2021, 19:03:11","01/14/2021, 19:08:39","01/14/2021, 19:12:32","01/14/2021, 19:19:46","01/14/2021, 19:26:49","01/14/2021, 19:33:59","01/19/2021, 09:17:50"
11356,Roswell,WarpSpeed Delivery,Chimera 2080,Gojira 5,"01/14/2021, 19:03:19","01/14/2021, 19:08:16","01/14/2021, 19:12:08","01/14/2021, 19:20:51","01/14/2021, 19:25:39","01/14/2021, 19:32:45","01/14/2021, 19:41:49","01/14/2021, 19:52:41","01/19/2021, 10:49:24"
